tournament,home,home_goal,away_goal,away,home_corner,away_corner,home_attack,away_attack,home_shots,away_shots,time,date,ht_diff,at_diff,ht_result,at_result,total_corners,Type 
Paulista A3,Nacional SP,0,0,Noroeste,9,11,144,130,15,15,19:00:00,10/18/2020,0,0,DRAW,DRAW,20,Regional
Paulista A3,Linense,0,1,Comercial SP,5,3,109,129,9,10,21:00:00,10/17/2020,-1,1,LOST,WON,8,Regional
Paulista A3,Batatais,0,3,EC Sao Bernardo,6,5,127,130,6,10,19:00:00,10/17/2020,-3,3,LOST,WON,11,Regional
Paulista A3,EC Barretos,0,2,Marilia,3,7,93,96,4,19,19:00:00,10/10/2020,-2,2,LOST,WON,10,Regional
Paulista A3,Linense,1,1,Rio Preto,10,7,159,109,19,10,19:00:00,10/10/2020,0,0,DRAW,DRAW,17,Regional
Paulista A3,Capivariano SP,0,3,EC Sao Bernardo,3,8,94,92,13,9,19:00:00,10/10/2020,-3,3,LOST,WON,11,Regional
Paulista A3,Comercial SP,1,1,Batatais,5,4,119,102,11,4,19:00:00,10/10/2020,0,0,DRAW,DRAW,9,Regional
Paulista A3,Desportivo Brasil,1,0,Olimpia SP,6,8,106,103,11,10,19:00:00,10/10/2020,1,-1,WON,LOST,14,Regional
Paulista A3,Noroeste,1,0,GE Osasco,9,7,119,148,21,14,19:00:00,10/10/2020,1,-1,WON,LOST,16,Regional
Paulista A3,Nacional SP,2,1,Primavera SP,3,11,92,106,7,10,19:00:00,10/10/2020,1,-1,WON,LOST,14,Regional
Paulista A3,Olimpia SP,0,3,Comercial SP,3,5,109,124,6,8,21:00:00,10/3/2020,-3,3,LOST,WON,8,Regional
Paulista A3,Primavera SP,0,1,Noroeste,1,0,123,121,10,16,19:00:00,10/3/2020,-1,1,LOST,WON,1,Regional
Paulista A3,EC Sao Bernardo,1,0,EC Barretos,7,6,131,93,9,8,19:00:00,10/3/2020,1,-1,WON,LOST,13,Regional
Paulista A3,Rio Preto,1,2,Nacional SP,14,4,141,82,17,7,19:00:00,10/3/2020,-1,1,LOST,WON,18,Regional
Paulista A3,Marilia,1,1,Desportivo Brasil,4,9,87,108,11,8,21:00:00,10/2/2020,0,0,DRAW,DRAW,13,Regional
Paulista A3,GE Osasco,1,2,Capivariano SP,0,4,83,146,12,15,21:00:00,10/2/2020,-1,1,LOST,WON,4,Regional
Paulista A3,Batatais,1,1,Velo Clube SP,4,5,124,110,5,14,19:00:00,10/2/2020,0,0,DRAW,DRAW,9,Regional
Paulista A3,Paulista FC,1,1,Linense,3,9,111,160,5,9,19:00:00,10/2/2020,0,0,DRAW,DRAW,12,Regional
Paulista A3,Comercial SP,3,2,Primavera SP,8,4,85,89,19,21,21:00:00,9/26/2020,1,-1,WON,LOST,12,Regional
Paulista A3,Nacional SP,0,0,EC Sao Bernardo,2,10,93,123,1,14,19:00:00,9/26/2020,0,0,DRAW,DRAW,12,Regional
Paulista A3,Batatais,0,0,Rio Preto,0,10,77,85,7,17,19:00:00,9/26/2020,0,0,DRAW,DRAW,10,Regional
Paulista A3,Velo Clube SP,1,0,GE Osasco,6,4,83,72,23,13,21:00:00,9/25/2020,1,-1,WON,LOST,10,Regional
Paulista A3,Linense,2,1,Olimpia SP,4,1,152,97,15,7,21:00:00,9/25/2020,1,-1,WON,LOST,5,Regional
Paulista A3,Capivariano SP,4,1,Marilia,4,2,128,93,15,5,19:00:00,9/25/2020,3,-3,WON,LOST,6,Regional
Paulista A3,Desportivo Brasil,2,3,Paulista FC,6,2,146,126,13,10,19:00:00,9/25/2020,-1,1,LOST,WON,8,Regional
Paulista A3,Noroeste,2,3,Comercial SP,7,5,118,130,11,10,21:00:00,9/19/2020,-1,1,LOST,WON,12,Regional
Paulista A3,Marilia,5,0,GE Osasco,4,1,81,72,15,3,21:00:00,9/19/2020,5,-5,WON,LOST,5,Regional
Paulista A3,Nacional SP,1,1,Batatais,4,4,106,114,7,14,19:00:00,9/19/2020,0,0,DRAW,DRAW,8,Regional
Paulista A3,Primavera SP,1,0,Velo Clube SP,2,12,83,107,10,19,19:00:00,9/18/2020,1,-1,WON,LOST,14,Regional
Paulista A3,EC Sao Bernardo,3,1,Desportivo Brasil,5,3,129,144,18,8,19:00:00,9/18/2020,2,-2,WON,LOST,8,Regional
Paulista A3,Rio Preto,1,1,Capivariano SP,6,2,70,71,14,12,19:00:00,9/18/2020,0,0,DRAW,DRAW,8,Regional
Paulista A3,Olimpia SP,1,3,Noroeste,9,5,68,69,11,11,13:00:00,3/15/2020,-2,2,LOST,WON,14,Regional
Paulista A3,Velo Clube SP,1,2,EC Sao Bernardo,8,3,84,114,6,6,19:00:00,3/14/2020,-1,1,LOST,WON,11,Regional
Paulista A3,Comercial SP,3,0,Marilia,9,2,136,114,22,5,19:00:00,3/14/2020,3,-3,WON,LOST,11,Regional
Paulista A3,Capivariano SP,2,0,Nacional SP,5,2,132,110,17,8,18:00:00,3/14/2020,2,-2,WON,LOST,7,Regional
Paulista A3,Desportivo Brasil,2,2,EC Barretos,6,3,101,84,10,6,18:00:00,3/14/2020,0,0,DRAW,DRAW,9,Regional
Paulista A3,Batatais,2,0,Paulista FC,5,4,94,100,5,7,13:00:00,3/14/2020,2,-2,WON,LOST,9,Regional
Paulista A3,Linense,1,1,Primavera SP,7,2,88,95,14,9,23:00:00,3/13/2020,0,0,DRAW,DRAW,9,Regional
Paulista A3,GE Osasco,2,0,Rio Preto,0,7,104,171,11,25,22:00:00,3/13/2020,2,-2,WON,LOST,7,Regional
Paulista A3,Noroeste,1,1,Capivariano SP,2,7,84,77,7,15,19:00:00,3/8/2020,0,0,DRAW,DRAW,9,Regional
Paulista A3,Olimpia SP,3,1,GE Osasco,7,9,99,94,20,7,13:00:00,3/8/2020,2,-2,WON,LOST,16,Regional
Paulista A3,Linense,0,3,Velo Clube SP,10,1,87,86,16,6,23:00:00,3/7/2020,-3,3,LOST,WON,11,Regional
Paulista A3,EC Barretos,2,2,Comercial SP,2,5,79,76,9,19,19:00:00,3/7/2020,0,0,DRAW,DRAW,7,Regional
Paulista A3,Paulista FC,1,0,Primavera SP,5,5,71,76,13,13,19:00:00,3/7/2020,1,-1,WON,LOST,10,Regional
Paulista A3,Rio Preto,1,0,Desportivo Brasil,8,2,96,115,10,9,19:00:00,3/7/2020,1,-1,WON,LOST,10,Regional
Paulista A3,EC Sao Bernardo,1,1,Batatais,5,3,94,76,10,6,18:00:00,3/7/2020,0,0,DRAW,DRAW,8,Regional
Paulista A3,Nacional SP,2,1,Marilia,3,3,112,146,8,5,18:00:00,3/7/2020,1,-1,WON,LOST,6,Regional
Paulista A3,Velo Clube SP,2,1,Nacional SP,17,2,134,97,9,4,23:00:00,3/4/2020,1,-1,WON,LOST,19,Regional
Paulista A3,Batatais,1,0,Olimpia SP,8,12,82,92,13,9,23:00:00,3/4/2020,1,-1,WON,LOST,20,Regional
Paulista A3,Comercial SP,3,0,Linense,3,4,100,111,17,9,23:00:00,3/4/2020,3,-3,WON,LOST,7,Regional
Paulista A3,Marilia,1,1,Rio Preto,6,4,85,97,14,10,23:00:00,3/4/2020,0,0,DRAW,DRAW,10,Regional
Paulista A3,GE Osasco,0,3,EC Sao Bernardo,2,10,117,105,6,16,22:00:00,3/4/2020,-3,3,LOST,WON,12,Regional
Paulista A3,Noroeste,0,0,Velo Clube SP,11,4,139,127,10,8,19:00:00,3/1/2020,0,0,DRAW,DRAW,15,Regional
Paulista A3,Olimpia SP,2,2,Primavera SP,6,1,80,60,20,8,13:00:00,3/1/2020,0,0,DRAW,DRAW,7,Regional
Paulista A3,Comercial SP,2,1,Capivariano SP,8,2,77,82,15,10,19:00:00,2/29/2020,1,-1,WON,LOST,10,Regional
Paulista A3,Paulista FC,0,2,Marilia,4,5,99,124,8,12,19:00:00,2/29/2020,-2,2,LOST,WON,9,Regional
Paulista A3,EC Sao Bernardo,1,0,Rio Preto,5,4,89,84,12,5,18:00:00,2/29/2020,1,-1,WON,LOST,9,Regional
Paulista A3,Nacional SP,2,1,GE Osasco,7,2,80,74,22,11,18:00:00,2/29/2020,1,-1,WON,LOST,9,Regional
Paulista A3,EC Barretos,3,1,Batatais,7,5,78,73,8,13,23:00:00,2/28/2020,2,-2,WON,LOST,12,Regional
Paulista A3,Linense,0,1,Desportivo Brasil,4,3,94,84,9,12,23:00:00,2/28/2020,-1,1,LOST,WON,7,Regional
Paulista A3,Noroeste,2,0,Nacional SP,3,3,100,92,9,6,19:00:00,2/22/2020,2,-2,WON,LOST,6,Regional
Paulista A3,Rio Preto,3,2,EC Barretos,5,2,71,78,24,5,19:00:00,2/22/2020,1,-1,WON,LOST,7,Regional
Paulista A3,Capivariano SP,4,2,Velo Clube SP,4,4,86,139,9,17,18:00:00,2/22/2020,2,-2,WON,LOST,8,Regional
Paulista A3,Desportivo Brasil,1,2,Comercial SP,7,4,127,85,9,9,18:00:00,2/22/2020,-1,1,LOST,WON,11,Regional
Paulista A3,Primavera SP,2,0,EC Sao Bernardo,1,10,72,124,3,13,18:00:00,2/22/2020,2,-2,WON,LOST,11,Regional
Paulista A3,Batatais,0,2,Linense,7,1,112,112,15,12,23:00:00,2/21/2020,-2,2,LOST,WON,8,Regional
Paulista A3,GE Osasco,2,0,Paulista FC,3,6,91,123,6,7,22:00:00,2/21/2020,2,-2,WON,LOST,9,Regional
Paulista A3,Marilia,1,1,Olimpia SP,6,7,73,75,10,12,23:00:00,2/20/2020,0,0,DRAW,DRAW,13,Regional
Paulista A3,Nacional SP,1,1,Linense,4,7,143,142,16,15,18:00:00,2/18/2020,0,0,DRAW,DRAW,11,Regional
Paulista A3,Olimpia SP,0,0,Capivariano SP,5,1,106,109,14,6,13:00:00,2/16/2020,0,0,DRAW,DRAW,6,Regional
Paulista A3,EC Barretos,1,0,Nacional SP,4,11,84,77,10,18,23:00:00,2/15/2020,1,-1,WON,LOST,15,Regional
Paulista A3,Linense,3,2,Noroeste,6,7,51,54,4,5,23:00:00,2/15/2020,1,-1,WON,LOST,13,Regional
Paulista A3,Velo Clube SP,0,0,Marilia,6,5,99,98,9,10,19:00:00,2/15/2020,0,0,DRAW,DRAW,11,Regional
Paulista A3,Paulista FC,2,1,Rio Preto,7,2,83,76,14,6,19:00:00,2/15/2020,1,-1,WON,LOST,9,Regional
Paulista A3,Primavera SP,0,1,Batatais,4,2,101,95,12,8,18:00:00,2/15/2020,-1,1,LOST,WON,6,Regional
Paulista A3,EC Sao Bernardo,3,0,Comercial SP,4,5,149,132,14,8,18:00:00,2/15/2020,3,-3,WON,LOST,9,Regional
Paulista A3,Velo Clube SP,4,1,EC Barretos,8,5,96,92,19,8,23:00:00,2/12/2020,3,-3,WON,LOST,13,Regional
Paulista A3,Comercial SP,2,1,Paulista FC,7,3,76,74,10,11,23:00:00,2/12/2020,1,-1,WON,LOST,10,Regional
Paulista A3,Marilia,1,0,EC Sao Bernardo,7,1,83,87,8,6,23:00:00,2/12/2020,1,-1,WON,LOST,8,Regional
Paulista A3,Noroeste,3,0,Batatais,4,1,77,63,11,5,22:30:00,2/12/2020,3,-3,WON,LOST,5,Regional
Paulista A3,GE Osasco,1,0,Primavera SP,5,2,132,119,13,12,22:00:00,2/12/2020,1,-1,WON,LOST,7,Regional
Paulista A3,Rio Preto,2,3,Olimpia SP,4,6,80,79,15,7,22:00:00,2/12/2020,-1,1,LOST,WON,10,Regional
Paulista A3,Capivariano SP,1,0,Desportivo Brasil,4,6,84,91,12,6,18:00:00,2/12/2020,1,-1,WON,LOST,10,Regional
Paulista A3,Batatais,1,1,Marilia,1,13,108,119,5,17,13:00:00,2/9/2020,0,0,DRAW,DRAW,14,Regional
Paulista A3,Comercial SP,0,1,Velo Clube SP,9,0,149,110,14,8,19:00:00,2/8/2020,-1,1,LOST,WON,9,Regional
Paulista A3,Noroeste,2,0,Paulista FC,7,9,51,54,11,13,19:00:00,2/8/2020,2,-2,WON,LOST,16,Regional
Paulista A3,Desportivo Brasil,1,1,Nacional SP,6,5,111,79,7,11,18:00:00,2/8/2020,0,0,DRAW,DRAW,11,Regional
Paulista A3,Primavera SP,0,3,Rio Preto,6,2,94,74,19,10,18:00:00,2/8/2020,-3,3,LOST,WON,8,Regional
Paulista A3,EC Sao Bernardo,1,0,Olimpia SP,9,7,76,84,6,4,18:00:00,2/8/2020,1,-1,WON,LOST,16,Regional
Paulista A3,EC Barretos,0,0,Capivariano SP,9,1,94,88,17,13,23:00:00,2/7/2020,0,0,DRAW,DRAW,10,Regional
Paulista A3,Olimpia SP,2,0,EC Barretos,5,7,62,73,11,5,13:00:00,2/2/2020,2,-2,WON,LOST,12,Regional
Paulista A3,Marilia,0,0,Primavera SP,7,4,78,85,8,8,22:30:00,2/1/2020,0,0,DRAW,DRAW,11,Regional
Paulista A3,Velo Clube SP,0,2,Desportivo Brasil,6,7,76,72,19,10,22:00:00,2/1/2020,-2,2,LOST,WON,13,Regional
Paulista A3,Paulista FC,0,3,EC Sao Bernardo,3,5,77,100,4,20,19:00:00,2/1/2020,-3,3,LOST,WON,8,Regional
Paulista A3,Rio Preto,0,2,Noroeste,5,4,72,82,19,18,19:00:00,2/1/2020,-2,2,LOST,WON,9,Regional
Paulista A3,Capivariano SP,3,2,Linense,10,0,111,107,15,15,18:00:00,2/1/2020,1,-1,WON,LOST,10,Regional
Paulista A3,GE Osasco,0,0,Batatais,3,2,53,61,10,6,18:00:00,2/1/2020,0,0,DRAW,DRAW,5,Regional
Paulista A3,EC Barretos,2,1,Paulista FC,2,8,77,76,9,11,23:00:00,1/29/2020,1,-1,WON,LOST,10,Regional
Paulista A3,Linense,1,1,EC Sao Bernardo,5,8,75,82,4,4,23:00:00,1/29/2020,0,0,DRAW,DRAW,13,Regional
Paulista A3,Comercial SP,1,1,GE Osasco,11,5,129,130,11,10,23:00:00,1/29/2020,0,0,DRAW,DRAW,16,Regional
Paulista A3,Noroeste,1,0,Marilia,2,8,91,93,10,8,22:30:00,1/29/2020,1,-1,WON,LOST,10,Regional
Paulista A3,Capivariano SP,0,1,Batatais,12,1,210,107,20,8,18:00:00,1/29/2020,-1,1,LOST,WON,13,Regional
Paulista A3,Desportivo Brasil,4,1,Primavera SP,10,8,94,111,10,12,18:00:00,1/29/2020,3,-3,WON,LOST,18,Regional
Paulista A3,Nacional SP,4,1,Olimpia SP,2,6,119,117,12,12,18:00:00,1/29/2020,3,-3,WON,LOST,8,Regional
Paulista A3,Velo Clube SP,2,0,Rio Preto,4,12,103,107,8,3,23:00:00,1/28/2020,2,-2,WON,LOST,16,Regional
Paulista A3,Batatais,2,1,Desportivo Brasil,3,5,67,87,15,18,13:00:00,1/26/2020,1,-1,WON,LOST,8,Regional
Paulista A3,Olimpia SP,0,0,Velo Clube SP,9,6,74,74,14,11,23:00:00,1/25/2020,0,0,DRAW,DRAW,15,Regional
Paulista A3,Marilia,0,1,Linense,7,4,128,129,8,10,22:30:00,1/25/2020,-1,1,LOST,WON,11,Regional
Paulista A3,Paulista FC,1,1,Nacional SP,6,3,87,95,10,11,19:00:00,1/25/2020,0,0,DRAW,DRAW,9,Regional
Paulista A3,Rio Preto,1,0,Comercial SP,8,5,59,79,12,13,19:00:00,1/25/2020,1,-1,WON,LOST,13,Regional
Paulista A3,Primavera SP,1,0,Capivariano SP,4,3,71,87,16,11,18:00:00,1/25/2020,1,-1,WON,LOST,7,Regional
Paulista A3,EC Sao Bernardo,0,2,Noroeste,8,1,83,69,16,5,18:00:00,1/25/2020,-2,2,LOST,WON,9,Regional
Paulista A3,GE Osasco,0,0,EC Barretos,5,3,120,102,14,5,18:00:00,1/25/2020,0,0,DRAW,DRAW,8,Regional
Paulista A3,Monte Azul SP,0,2,Audax SP,4,5,123,135,12,13,14:00:00,5/5/2019,-2,2,LOST,WON,9,Regional
Paulista A3,Audax SP,2,2,Monte Azul SP,3,2,125,104,20,10,23:00:00,5/1/2019,0,0,DRAW,DRAW,5,Regional
Paulista A3,EC Barretos,0,2,Audax SP,5,2,162,135,17,7,22:00:00,4/27/2019,-2,2,LOST,WON,7,Regional
Paulista A3,Desportivo Brasil,1,2,Monte Azul SP,5,4,110,87,8,5,19:00:00,4/27/2019,-1,1,LOST,WON,9,Regional
Paulista A3,GE Osasco,0,1,EC Barretos,2,5,116,86,14,11,15:00:00,4/21/2019,-1,1,LOST,WON,7,Regional
Paulista A3,Monte Azul SP,0,0,Desportivo Brasil,9,4,118,99,19,13,14:00:00,4/21/2019,0,0,DRAW,DRAW,13,Regional
Paulista A3,Velo Clube SP,0,2,GE Osasco,11,5,123,135,17,12,23:00:00,4/13/2019,-2,2,LOST,WON,16,Regional
Paulista A3,Noroeste,0,1,EC Barretos,4,3,145,116,19,12,22:00:00,4/13/2019,-1,1,LOST,WON,7,Regional
Paulista A3,Capivariano SP,0,2,Monte Azul SP,0,10,92,121,14,23,21:00:00,4/13/2019,-2,2,LOST,WON,10,Regional
Paulista A3,Desportivo Brasil,3,2,Comercial SP,2,8,103,112,7,19,19:00:00,4/13/2019,1,-1,WON,LOST,10,Regional
Paulista A3,Audax SP,0,0,Velo Clube SP,9,4,107,77,9,9,15:00:00,4/7/2019,0,0,DRAW,DRAW,13,Regional
Paulista A3,Monte Azul SP,0,1,Capivariano SP,5,3,86,83,16,7,14:00:00,4/7/2019,-1,1,LOST,WON,8,Regional
Paulista A3,EC Barretos,2,1,Noroeste,5,6,71,77,8,17,21:00:00,4/6/2019,1,-1,WON,LOST,11,Regional
Paulista A3,Comercial SP,1,0,Desportivo Brasil,10,5,127,133,14,7,21:00:00,4/6/2019,1,-1,WON,LOST,15,Regional
Paulista A3,EC Barretos,3,1,Rio Preto,2,3,65,52,8,13,14:00:00,3/31/2019,2,-2,WON,LOST,5,Regional
Paulista A3,Batatais,0,0,GE Osasco,6,7,131,108,10,18,14:00:00,3/31/2019,0,0,DRAW,DRAW,13,Regional
Paulista A3,Capivariano SP,2,1,Olimpia SP,6,3,89,94,10,8,14:00:00,3/31/2019,1,-1,WON,LOST,9,Regional
Paulista A3,Noroeste,1,1,Monte Azul SP,7,6,117,115,29,12,14:00:00,3/31/2019,0,0,DRAW,DRAW,13,Regional
Paulista A3,Audax SP,3,3,Primavera SP,0,2,98,93,13,12,14:00:00,3/31/2019,0,0,DRAW,DRAW,2,Regional
Paulista A3,Velo Clube SP,0,0,Comercial SP,6,3,112,76,3,5,14:00:00,3/31/2019,0,0,DRAW,DRAW,9,Regional
Paulista A3,Desportivo Brasil,1,0,EC Sao Bernardo,6,2,137,101,7,13,14:00:00,3/31/2019,1,-1,WON,LOST,8,Regional
Paulista A3,Sao Carlos,3,1,Taboao Da Serra,7,4,99,97,19,8,14:00:00,3/31/2019,2,-2,WON,LOST,11,Regional
Paulista A3,Taboao Da Serra,0,4,Capivariano SP,12,4,94,85,8,10,13:00:00,3/24/2019,-4,4,LOST,WON,16,Regional
Paulista A3,Comercial SP,0,0,EC Barretos,11,2,134,90,13,7,13:00:00,3/24/2019,0,0,DRAW,DRAW,13,Regional
Paulista A3,EC Sao Bernardo,1,1,Audax SP,3,2,103,112,13,13,13:00:00,3/24/2019,0,0,DRAW,DRAW,5,Regional
Paulista A3,Monte Azul SP,3,1,Batatais,2,6,94,83,10,17,13:00:00,3/24/2019,2,-2,WON,LOST,8,Regional
Paulista A3,Primavera SP,1,0,Desportivo Brasil,3,5,115,127,5,4,18:00:00,3/23/2019,1,-1,WON,LOST,8,Regional
Paulista A3,GE Osasco,1,2,Noroeste,2,7,117,109,18,14,18:00:00,3/23/2019,-1,1,LOST,WON,9,Regional
Paulista A3,Rio Preto,1,2,Velo Clube SP,12,2,81,71,12,11,18:00:00,3/23/2019,-1,1,LOST,WON,14,Regional
Paulista A3,Velo Clube SP,1,0,Noroeste,2,6,120,128,9,3,23:00:00,3/20/2019,1,-1,WON,LOST,8,Regional
Paulista A3,Olimpia SP,2,1,EC Sao Bernardo,7,8,116,138,9,11,23:00:00,3/20/2019,1,-1,WON,LOST,15,Regional
Paulista A3,Sao Carlos,2,4,Audax SP,3,3,157,142,17,15,22:00:00,3/20/2019,-2,2,LOST,WON,6,Regional
Paulista A3,Monte Azul SP,2,0,Rio Preto,5,7,108,136,11,18,18:00:00,3/20/2019,2,-2,WON,LOST,12,Regional
Paulista A3,Desportivo Brasil,0,1,Capivariano SP,6,3,123,96,7,8,18:00:00,3/20/2019,-1,1,LOST,WON,9,Regional
Paulista A3,Primavera SP,1,1,Taboao Da Serra,11,8,113,84,19,4,18:00:00,3/20/2019,0,0,DRAW,DRAW,19,Regional
Paulista A3,Noroeste,1,1,Rio Preto,5,6,117,101,17,17,14:00:00,3/17/2019,0,0,DRAW,DRAW,11,Regional
Paulista A3,Velo Clube SP,3,1,Monte Azul SP,7,5,68,79,13,6,13:00:00,3/17/2019,2,-2,WON,LOST,12,Regional
Paulista A3,EC Sao Bernardo,4,2,Taboao Da Serra,6,4,111,109,13,6,13:00:00,3/17/2019,2,-2,WON,LOST,10,Regional
Paulista A3,Capivariano SP,0,0,Primavera SP,8,4,135,103,8,5,20:00:00,3/16/2019,0,0,DRAW,DRAW,12,Regional
Paulista A3,Desportivo Brasil,1,0,Sao Carlos,5,3,129,87,6,4,18:00:00,3/16/2019,1,-1,WON,LOST,8,Regional
Paulista A3,Audax SP,5,2,Olimpia SP,2,4,115,128,17,14,18:00:00,3/16/2019,3,-3,WON,LOST,6,Regional
Paulista A3,GE Osasco,0,1,Comercial SP,2,6,124,126,11,12,22:00:00,3/15/2019,-1,1,LOST,WON,8,Regional
Paulista A3,Capivariano SP,2,0,GE Osasco,4,6,98,127,15,6,20:00:00,3/9/2019,2,-2,WON,LOST,10,Regional
Paulista A3,Sao Carlos,1,3,Batatais,13,5,113,86,23,12,19:00:00,3/9/2019,-2,2,LOST,WON,18,Regional
Paulista A3,Comercial SP,1,1,Desportivo Brasil,4,3,89,141,13,7,19:00:00,3/9/2019,0,0,DRAW,DRAW,7,Regional
Paulista A3,EC Sao Bernardo,0,4,Velo Clube SP,3,0,129,113,10,14,18:00:00,3/9/2019,-4,4,LOST,WON,3,Regional
Paulista A3,Rio Preto,1,0,Primavera SP,3,4,117,106,7,10,18:00:00,3/9/2019,1,-1,WON,LOST,7,Regional
Paulista A3,Taboao de Serra,2,2,EC Barretos,5,8,115,99,7,10,21:02:36,3/8/2019,0,0,DRAW,DRAW,13,Regional
Paulista A3,Batatais,1,0,Taboao Da Serra,11,8,,,1,,22:30:00,3/2/2019,1,-1,WON,LOST,19,Regional
Paulista A3,Velo Clube SP,2,2,Capivariano SP,8,3,120,95,7,13,22:00:00,3/2/2019,0,0,DRAW,DRAW,11,Regional
Paulista A3,Noroeste,3,2,Desportivo Brasil,2,2,68,95,11,11,21:00:00,3/2/2019,1,-1,WON,LOST,4,Regional
Paulista A3,Primavera SP,0,0,Comercial SP,7,4,152,89,13,5,18:00:00,3/2/2019,0,0,DRAW,DRAW,11,Regional
Paulista A3,Rio Preto,1,1,Sao Carlos,2,6,75,55,20,17,18:00:00,3/2/2019,0,0,DRAW,DRAW,8,Regional
Paulista A3,GE Osasco,1,0,Olimpia SP,4,5,73,68,15,8,22:00:00,3/1/2019,1,-1,WON,LOST,9,Regional
Paulista A3,Monte Azul SP,1,0,Audax SP,6,5,109,119,7,20,18:00:00,3/1/2019,1,-1,WON,LOST,11,Regional
Paulista A3,EC Barretos,2,2,EC Sao Bernardo,10,2,88,85,14,13,23:00:00,2/28/2019,0,0,DRAW,DRAW,12,Regional
Paulista A3,Taboao Da Serra,3,1,Monte Azul SP,7,9,115,122,13,10,13:00:00,2/24/2019,2,-2,WON,LOST,16,Regional
Paulista A3,Capivariano SP,1,2,Noroeste,7,6,106,125,10,11,20:00:00,2/23/2019,-1,1,LOST,WON,13,Regional
Paulista A3,Sao Carlos,1,1,Velo Clube SP,2,4,90,125,9,7,19:00:00,2/23/2019,0,0,DRAW,DRAW,6,Regional
Paulista A3,Desportivo Brasil,6,1,Rio Preto,1,2,115,100,16,3,18:00:00,2/23/2019,5,-5,WON,LOST,3,Regional
Paulista A3,EC Sao Bernardo,3,1,GE Osasco,4,4,116,101,16,12,18:00:00,2/23/2019,2,-2,WON,LOST,8,Regional
Paulista A3,Audax SP,1,0,Batatais,6,4,107,94,16,9,18:00:00,2/23/2019,1,-1,WON,LOST,10,Regional
Paulista A3,Comercial SP,2,0,Olimpia SP,6,8,81,85,20,11,23:00:00,2/22/2019,2,-2,WON,LOST,14,Regional
Paulista A3,EC Barretos,1,0,Primavera SP,3,2,112,108,18,12,23:00:00,2/22/2019,1,-1,WON,LOST,5,Regional
Paulista A3,Noroeste,1,1,EC Sao Bernardo,10,3,139,113,17,14,14:00:00,2/17/2019,0,0,DRAW,DRAW,13,Regional
Paulista A3,Taboao Da Serra,0,2,GE Osasco,8,4,94,86,12,13,13:00:00,2/17/2019,-2,2,LOST,WON,12,Regional
Paulista A3,Desportivo Brasil,1,3,Velo Clube SP,2,6,92,61,12,12,13:00:00,2/17/2019,-2,2,LOST,WON,8,Regional
Paulista A3,Olimpia SP,3,1,Batatais,4,5,127,125,15,11,13:00:00,2/17/2019,2,-2,WON,LOST,9,Regional
Paulista A3,Capivariano SP,2,0,Comercial SP,3,7,77,70,11,6,19:00:00,2/16/2019,2,-2,WON,LOST,10,Regional
Paulista A3,Sao Carlos,0,0,EC Barretos,10,4,96,97,12,12,19:00:00,2/16/2019,0,0,DRAW,DRAW,14,Regional
Paulista A3,Audax SP,1,0,Rio Preto,4,3,112,141,10,12,18:00:00,2/16/2019,1,-1,WON,LOST,7,Regional
Paulista A3,Primavera SP,0,0,Monte Azul SP,12,4,,,,,18:00:00,2/16/2019,0,0,DRAW,DRAW,16,Regional
Paulista A3,Velo Clube SP,1,0,Olimpia SP,7,1,97,93,9,5,22:00:00,2/13/2019,1,-1,WON,LOST,8,Regional
Paulista A3,EC Barretos,0,3,Desportivo Brasil,3,1,87,96,12,10,22:00:00,2/13/2019,-3,3,LOST,WON,4,Regional
Paulista A3,Comercial SP,2,3,Audax SP,11,1,137,126,17,10,22:00:00,2/13/2019,-1,1,LOST,WON,12,Regional
Paulista A3,Batatais,0,0,Primavera SP,1,5,108,117,6,12,21:23:37,2/13/2019,0,0,DRAW,DRAW,6,Regional
Paulista A3,Noroeste,1,1,Taboao Da Serra,8,5,97,83,18,10,21:00:00,2/13/2019,0,0,DRAW,DRAW,13,Regional
Paulista A3,GE Osasco,4,0,Sao Carlos,3,3,106,127,17,10,21:00:00,2/13/2019,4,-4,WON,LOST,6,Regional
Paulista A3,Rio Preto,2,0,EC Sao Bernardo,6,4,103,99,17,4,21:00:00,2/13/2019,2,-2,WON,LOST,10,Regional
Paulista A3,Monte Azul SP,1,1,Capivariano SP,4,5,111,133,10,10,18:00:00,2/13/2019,0,0,DRAW,DRAW,9,Regional
Paulista A3,Batatais,0,0,Noroeste,6,7,100,150,10,18,12:00:00,2/10/2019,0,0,DRAW,DRAW,13,Regional
Paulista A3,Comercial SP,1,0,Rio Preto,6,2,129,120,20,5,12:00:00,2/10/2019,1,-1,WON,LOST,8,Regional
Paulista A3,EC Sao Bernardo,1,1,Primavera SP,3,2,114,106,8,16,12:00:00,2/10/2019,0,0,DRAW,DRAW,5,Regional
Paulista A3,Olimpia SP,1,1,Taboao Da Serra,12,5,60,65,24,13,12:00:00,2/10/2019,0,0,DRAW,DRAW,17,Regional
Paulista A3,Capivariano SP,0,0,Sao Carlos,3,4,132,115,7,4,19:00:00,2/9/2019,0,0,DRAW,DRAW,7,Regional
Paulista A3,GE Osasco,2,3,Monte Azul SP,8,3,109,113,8,12,18:00:00,2/9/2019,-1,1,LOST,WON,11,Regional
Paulista A3,Desportivo Brasil,3,2,Audax SP,9,4,116,95,8,7,18:00:00,2/9/2019,1,-1,WON,LOST,13,Regional
